log_n,m,k,rho,threads,commit_time,prove_time,verify_time,proof_size
29,1024,524288,0.5,1,48.777500627,9.985868867,0.051831932,5015044
29,1024,524288,0.5,2,28.870155654,9.546018082,0.046583381,5015044
29,1024,524288,0.5,4,16.554931481,8.693685521,0.042497468,5015044
29,1024,524288,0.5,8,11.544865078,8.166798905,0.038738481,5015044
29,1024,524288,0.5,16,9.205196775,8.579529937,0.036985871,5015044
30,1024,1048576,0.5,1,102.700407829,21.655676492,0.043780097,5204359
30,1024,1048576,0.5,2,57.658123904,19.739693255,0.041747480,5204359
30,1024,1048576,0.5,4,33.598721952,18.967204469,0.033508240,5204359
30,1024,1048576,0.5,8,23.330316954,18.438656933,0.030805599,5204359
30,1024,1048576,0.5,16,24.101912499,20.333342698,0.032091548,5204359
